23.1150 	INFO 	Loaded monitor calibration from ['2025_03_24 15:28']
23.4245 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AD5E1DE110>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AD5E1DE0B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AD5E2B33A0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
23.4246 	EXP 	window1: backgroundImage = ''
23.4246 	EXP 	window1: backgroundFit = 'none'
23.4627 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
23.4628 	EXP 	window1: recordFrameIntervals = False
23.6170 	EXP 	window1: recordFrameIntervals = True
23.8005 	EXP 	Screen (1) actual frame rate measured at 60.07Hz
23.8005 	EXP 	window1: recordFrameIntervals = False
25.3733 	INFO 	keyboard.Keyboard is using iohub backend.
25.3734 	INFO 	keyboard.Keyboard is using iohub backend.
25.3734 	INFO 	keyboard.Keyboard is using iohub backend.
25.3734 	INFO 	keyboard.Keyboard is using iohub backend.
25.3734 	INFO 	keyboard.Keyboard is using iohub backend.
25.3734 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3735 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3736 	INFO 	keyboard.Keyboard is using iohub backend.
25.3737 	EXP 	part1_part2: status = STARTED
25.4233 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Willkommen zum Ratespiel Experiment!', units='height', win=Window(...), wrapWidth=1)
