24.1152 	INFO 	Loaded monitor calibration from ['2025_03_24 13:01']
24.7100 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D04755F640>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D04755F5E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D0476A9A00>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1024,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.7101 	EXP 	window1: backgroundImage = ''
24.7101 	EXP 	window1: backgroundFit = 'none'
24.7765 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
24.7766 	EXP 	window1: recordFrameIntervals = False
24.9546 	EXP 	window1: recordFrameIntervals = True
25.1382 	EXP 	Screen (1) actual frame rate measured at 59.96Hz
25.1383 	EXP 	window1: recordFrameIntervals = False
28.8898 	INFO 	keyboard.Keyboard is using iohub backend.
28.8899 	INFO 	keyboard.Keyboard is using iohub backend.
28.8899 	INFO 	keyboard.Keyboard is using iohub backend.
28.8900 	INFO 	keyboard.Keyboard is using iohub backend.
28.8901 	INFO 	keyboard.Keyboard is using iohub backend.
28.8901 	INFO 	keyboard.Keyboard is using iohub backend.
28.8902 	INFO 	keyboard.Keyboard is using iohub backend.
28.8902 	EXP 	part0: status = STARTED
29.1160 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
29.1812 	EXP 	Created hand_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='right_hand_silhouette.png', interpolate=True, mask=None, maskParams=None, name='hand_image', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
29.2036 	EXP 	Created hand_intro_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='hand_intro_text', opacity=1, ori=0.0, pos=array([0.  , 0.23]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
